airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline
negative,1.0,Customer Service Issue,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6706,United
negative,1.0,Cancelled Flight,1.0,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Late Flight,1.0,United
neutral,1.0,no_complaint,1.0,United
neutral,1.0,no_complaint,1.0,United
positive,0.6421,no_complaint,0.0,United
negative,0.66,Flight Booking Problems,0.3503,United
negative,1.0,Flight Attendant Complaints,0.6593,United
negative,1.0,Customer Service Issue,0.6735,United
negative,1.0,Can't Tell,0.3478,United
negative,1.0,Flight Booking Problems,1.0,United
negative,0.6794,Customer Service Issue,0.3802,United
negative,1.0,Damaged Luggage,0.6765,United
negative,1.0,Customer Service Issue,0.6990000000000001,United
negative,0.6722,Can't Tell,0.3443,United
negative,1.0,Flight Booking Problems,0.3535,United
positive,0.6629999999999999,no_complaint,0.0,United
neutral,0.6764,no_complaint,0.0,United
negative,1.0,Customer Service Issue,0.6827,United
negative,1.0,Flight Attendant Complaints,1.0,United
negative,0.6752,Flight Booking Problems,0.3468,United
negative,1.0,Can't Tell,0.6834,United
negative,1.0,Customer Service Issue,1.0,United
negative,0.6957,Lost Luggage,0.6957,United
negative,0.6281,Customer Service Issue,0.3391,United
positive,1.0,no_complaint,1.0,United
neutral,0.6466,no_complaint,0.0,United
positive,0.6891,no_complaint,1.0,United
neutral,0.6638,no_complaint,1.0,United
neutral,0.6842,no_complaint,1.0,United
negative,0.6354,Flight Attendant Complaints,0.6354,United
negative,1.0,Flight Attendant Complaints,0.6667,United
negative,1.0,Late Flight,0.6548,United
negative,1.0,Bad Flight,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Customer Service Issue,0.6596,United
positive,0.635,no_complaint,0.0,United
neutral,1.0,no_complaint,1.0,United
neutral,0.703,no_complaint,0.0,United
negative,1.0,longlines,0.6951,United
neutral,0.6593,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6536,United
neutral,0.6804,no_complaint,0.0,United
negative,1.0,Customer Service Issue,0.6689,United
negative,1.0,Late Flight,0.6854,United
negative,0.6633,Customer Service Issue,0.3367,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Flight Booking Problems,0.674,United
negative,1.0,Customer Service Issue,0.6669,United
neutral,0.6891,no_complaint,0.0,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Bad Flight,1.0,United
neutral,0.6985,no_complaint,1.0,United
neutral,0.6051,no_complaint,0.0,United
negative,1.0,Late Flight,1.0,United
neutral,0.6349,no_complaint,0.0,United
negative,0.6288,Bad Flight,0.6288,United
negative,1.0,Customer Service Issue,0.6413,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Can't Tell,0.6723,United
negative,1.0,Customer Service Issue,0.6818,United
negative,1.0,Flight Attendant Complaints,0.385,United
negative,1.0,Can't Tell,0.3501,United
negative,0.6501,Customer Service Issue,0.3265,United
negative,1.0,Customer Service Issue,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Lost Luggage,1.0,United
negative,0.6611,Can't Tell,0.6611,United
neutral,1.0,no_complaint,1.0,United
negative,0.6894,Late Flight,0.3497,United
neutral,0.6714,no_complaint,0.0,United
negative,1.0,Can't Tell,1.0,United
negative,0.6692,Can't Tell,0.3426,United
negative,1.0,Flight Attendant Complaints,1.0,United
negative,1.0,Customer Service Issue,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,0.6923,Customer Service Issue,0.3846,United
negative,1.0,Bad Flight,0.6606,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Customer Service Issue,0.6483,United
neutral,1.0,no_complaint,1.0,United
neutral,0.6629999999999999,no_complaint,0.0,United
negative,1.0,Customer Service Issue,0.6599,United
negative,0.7125,Late Flight,0.7125,United
negative,1.0,Customer Service Issue,1.0,United
neutral,0.6735,no_complaint,0.0,United
positive,0.6632,no_complaint,0.0,United
negative,0.6832,Flight Booking Problems,0.6832,United
negative,1.0,Late Flight,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,0.6392,Late Flight,0.3402,United
negative,0.6535,Late Flight,0.3663,United
neutral,0.352,no_complaint,0.0,United
positive,1.0,no_complaint,1.0,United
negative,0.6421,Cancelled Flight,0.3263,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Flight Attendant Complaints,1.0,United
negative,0.6771,Bad Flight,0.3542,United
negative,1.0,Cancelled Flight,1.0,United
negative,1.0,Can't Tell,0.6679999999999999,United
negative,0.6515,Bad Flight,0.6515,United
negative,1.0,Can't Tell,0.3547,United
neutral,0.3433,no_complaint,0.0,United
positive,0.6667,no_complaint,0.0,United
neutral,0.6765,no_complaint,0.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Cancelled Flight,1.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Bad Flight,1.0,United
negative,1.0,Can't Tell,1.0,United
positive,0.6455,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6995,United
negative,1.0,Lost Luggage,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Damaged Luggage,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Late Flight,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6667,United
negative,0.6296,Customer Service Issue,0.6296,United
negative,1.0,Lost Luggage,1.0,United
positive,0.7141,no_complaint,0.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Lost Luggage,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,0.7115,Customer Service Issue,0.7115,United
negative,0.6635,Lost Luggage,0.6635,United
neutral,0.6762,no_complaint,1.0,United
neutral,0.6904,no_complaint,0.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Lost Luggage,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6975,United
negative,0.6775,Customer Service Issue,0.3513,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,0.69,Lost Luggage,0.69,United
negative,1.0,Lost Luggage,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Can't Tell,0.6957,United
negative,1.0,Can't Tell,0.3635,United
neutral,0.6376,no_complaint,0.0,United
negative,1.0,Cancelled Flight,0.6829,United
positive,1.0,no_complaint,1.0,United
positive,1.0,no_complaint,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Flight Attendant Complaints,0.3474,United
neutral,0.6429,no_complaint,0.0,United
negative,1.0,Lost Luggage,0.3553,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Late Flight,0.6632,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Bad Flight,0.6736,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Lost Luggage,0.3684,United
negative,1.0,Cancelled Flight,0.3444,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6833,United
negative,0.6721,Customer Service Issue,0.6721,United
negative,1.0,Late Flight,0.6712,United
neutral,0.6738,no_complaint,0.0,United
negative,0.6632,Lost Luggage,0.6632,United
negative,0.6633,Customer Service Issue,0.3571,United
neutral,0.6759999999999999,no_complaint,0.0,United
neutral,1.0,no_complaint,1.0,United
negative,0.6492,Lost Luggage,0.6492,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Lost Luggage,1.0,United
negative,0.6667,Customer Service Issue,0.3542,United
neutral,1.0,no_complaint,1.0,United
negative,0.6438,Can't Tell,0.3318,United
negative,0.6737,Can't Tell,0.6737,United
negative,1.0,Flight Attendant Complaints,0.3449,United
negative,0.3579,Customer Service Issue,0.3579,United
neutral,0.7065,no_complaint,0.0,United
negative,1.0,Customer Service Issue,0.6766,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Customer Service Issue,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Flight Booking Problems,0.6842,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.346,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Late Flight,0.6876,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Cancelled Flight,1.0,United
neutral,0.6373,no_complaint,0.0,United
negative,0.6641,Customer Service Issue,0.3424,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Late Flight,0.7048,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Late Flight,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Damaged Luggage,0.6846,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Cancelled Flight,0.6567,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Can't Tell,0.6473,United
negative,1.0,Flight Attendant Complaints,1.0,United
neutral,0.6842,no_complaint,1.0,United
positive,1.0,no_complaint,1.0,United
positive,1.0,no_complaint,1.0,United
negative,0.6354,Can't Tell,0.3431,United
neutral,0.6533,no_complaint,0.0,United
negative,0.6563,Lost Luggage,0.6563,United
negative,1.0,Customer Service Issue,0.6667,United
neutral,1.0,no_complaint,1.0,United
neutral,0.6489,no_complaint,0.0,United
negative,1.0,Flight Attendant Complaints,0.3847,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Customer Service Issue,0.7008,United
negative,1.0,Cancelled Flight,0.7201,United
neutral,0.6548,no_complaint,1.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Customer Service Issue,0.3505,United
negative,1.0,Flight Attendant Complaints,0.672,United
positive,0.688,no_complaint,0.0,United
negative,1.0,Cancelled Flight,1.0,United
negative,1.0,Cancelled Flight,0.708,United
negative,0.6386,Lost Luggage,0.6386,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Can't Tell,1.0,United
neutral,0.7029,no_complaint,0.0,United
positive,0.6634,no_complaint,0.0,United
negative,0.6352,Customer Service Issue,0.3231,United
neutral,1.0,no_complaint,1.0,United
neutral,0.6464,no_complaint,0.0,United
negative,0.6588,Can't Tell,0.6588,United
negative,1.0,Lost Luggage,0.6863,United
neutral,0.631,no_complaint,0.0,United
neutral,0.732,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.3582,United
negative,1.0,Lost Luggage,1.0,United
negative,0.7055,Lost Luggage,0.7055,United
negative,1.0,Lost Luggage,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Late Flight,0.6970000000000001,United
negative,1.0,Flight Attendant Complaints,0.3819,United
negative,0.6957,Lost Luggage,0.6957,United
neutral,0.6548,no_complaint,0.0,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Bad Flight,1.0,United
negative,1.0,Flight Attendant Complaints,1.0,United
negative,0.6688,Can't Tell,0.3519,United
negative,0.7,Late Flight,0.7,United
negative,1.0,Can't Tell,0.6305,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Can't Tell,1.0,United
positive,0.6702,no_complaint,1.0,United
positive,0.3388,no_complaint,0.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Damaged Luggage,1.0,United
negative,1.0,Bad Flight,1.0,United
negative,1.0,Customer Service Issue,0.6632,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Cancelled Flight,0.3417,United
negative,1.0,Customer Service Issue,0.6667,United
negative,1.0,Customer Service Issue,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Customer Service Issue,0.6633,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Flight Booking Problems,0.6469,United
negative,1.0,Late Flight,0.3536,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Flight Attendant Complaints,1.0,United
negative,1.0,Bad Flight,0.3458,United
negative,1.0,Late Flight,1.0,United
neutral,0.6684,no_complaint,0.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6970000000000001,United
neutral,0.6702,no_complaint,0.0,United
negative,0.6847,Lost Luggage,0.6847,United
negative,0.6776,Can't Tell,0.3451,United
negative,0.6354,Lost Luggage,0.6354,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Bad Flight,0.3525,United
negative,1.0,Can't Tell,0.3723,United
negative,1.0,Customer Service Issue,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,0.6644,Flight Booking Problems,0.3437,United
negative,1.0,Bad Flight,0.6392,United
positive,1.0,no_complaint,1.0,United
neutral,0.6641,no_complaint,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Flight Booking Problems,0.6489,United
neutral,1.0,no_complaint,1.0,United
negative,0.3482,Cancelled Flight,0.3482,United
negative,1.0,Can't Tell,0.6702,United
negative,1.0,Lost Luggage,0.376,United
negative,0.3721,Can't Tell,0.3721,United
positive,1.0,no_complaint,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Lost Luggage,1.0,United
neutral,1.0,no_complaint,1.0,United
neutral,0.67,no_complaint,0.0,United
neutral,1.0,no_complaint,1.0,United
positive,0.3427,no_complaint,0.0,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Lost Luggage,1.0,United
positive,1.0,no_complaint,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Lost Luggage,1.0,United
neutral,0.6659999999999999,no_complaint,0.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6689,United
positive,0.6699,no_complaint,1.0,United
negative,1.0,Lost Luggage,0.6512,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Lost Luggage,1.0,United
neutral,1.0,no_complaint,1.0,United
neutral,0.6479,no_complaint,0.0,United
negative,1.0,Customer Service Issue,0.3639,United
negative,1.0,Flight Attendant Complaints,0.6634,United
negative,1.0,Cancelled Flight,0.6669,United
negative,1.0,Customer Service Issue,0.6816,United
negative,0.6774,Bad Flight,0.3441,United
negative,1.0,Cancelled Flight,0.3603,United
neutral,0.3435,no_complaint,0.0,United
negative,1.0,Late Flight,0.6559,United
neutral,0.6788,no_complaint,0.0,United
negative,0.6803,Customer Service Issue,0.6803,United
positive,1.0,no_complaint,1.0,United
negative,0.6914,Customer Service Issue,0.3704,United
negative,1.0,Bad Flight,0.352,United
negative,1.0,Lost Luggage,0.366,United
negative,1.0,Customer Service Issue,0.6559999999999999,United
neutral,0.6557,no_complaint,1.0,United
negative,0.6482,Customer Service Issue,0.3294,United
positive,1.0,no_complaint,1.0,United
positive,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6566,United
negative,1.0,Flight Attendant Complaints,0.6551,United
negative,1.0,Bad Flight,0.6656,United
negative,1.0,Customer Service Issue,0.6726,United
neutral,0.6511,no_complaint,0.0,United
negative,1.0,Flight Booking Problems,1.0,United
negative,0.7083,Lost Luggage,0.375,United
negative,1.0,Lost Luggage,0.6667,United
neutral,1.0,no_complaint,1.0,United
neutral,0.6832,no_complaint,1.0,United
negative,1.0,Can't Tell,0.3477,United
neutral,0.6612,no_complaint,0.0,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Bad Flight,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6697,United
positive,0.6682,no_complaint,0.0,United
negative,1.0,Flight Booking Problems,0.355,United
negative,1.0,Customer Service Issue,0.6466,United
negative,0.6558,Can't Tell,0.356,United
negative,0.7008,Can't Tell,0.7008,United
negative,1.0,Flight Booking Problems,0.6629999999999999,United
negative,1.0,Cancelled Flight,0.6566,United
negative,1.0,Flight Attendant Complaints,0.6629999999999999,United
positive,0.6741,no_complaint,0.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Flight Attendant Complaints,0.6753,United
negative,1.0,Cancelled Flight,0.3442,United
negative,1.0,Customer Service Issue,0.6354,United
negative,1.0,Customer Service Issue,1.0,United
negative,0.688,Can't Tell,0.688,United
positive,1.0,no_complaint,1.0,United
neutral,0.6742,no_complaint,0.0,United
positive,1.0,no_complaint,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,1.0,United
negative,1.0,Bad Flight,0.6778,United
negative,0.6337,Lost Luggage,0.3334,United
negative,1.0,Cancelled Flight,0.6512,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Flight Attendant Complaints,0.7067,United
negative,1.0,Can't Tell,1.0,United
neutral,0.7059,no_complaint,0.0,United
negative,0.6468,Can't Tell,0.6468,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Customer Service Issue,0.6737,United
negative,1.0,Customer Service Issue,1.0,United
neutral,1.0,no_complaint,1.0,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Cancelled Flight,0.65,United
negative,1.0,Customer Service Issue,1.0,United
neutral,0.6825,no_complaint,1.0,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Customer Service Issue,0.6526,United
negative,1.0,Customer Service Issue,0.3507,United
negative,1.0,Can't Tell,0.6778,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Can't Tell,1.0,United
negative,1.0,Can't Tell,0.6659999999999999,United
negative,1.0,Bad Flight,0.3529,United
negative,1.0,longlines,0.6668,United
negative,1.0,Can't Tell,0.6804,United
negative,1.0,Late Flight,1.0,United
negative,1.0,Lost Luggage,1.0,United
negative,1.0,Late Flight,0.6625,United
negative,1.0,Lost Luggage,0.657,United
negative,0.6625,Can't Tell,0.3593,United
negative,1.0,Late Flight,0.627,United
negative,1.0,Flight Attendant Complaints,0.3416,United
neutral,0.679,no_complaint,1.0,United
neutral,0.335,no_complaint,0.0,United
negative,1.0,Late Flight,1.0,United
